"READ_CODE","DESCRIPTION","VERSION"
YMBOE,"[X]Unsp threat breath trade ar ... [X]Unspecif threat to breathng occurrn at trade/servce area ... [X]Unspecified threat to breathing, occurrence at trade and service area","3"
Y00R0,Benign cough headache ...  ... ,"3"
Y7Dsb,Not breathing ...  ... ,"3"
Y7Dsf,Breathing ability ...  ... ,"3"
Y7Dsh,Difficulty breathing ...  ... ,"3"
Y7Dsi,Dyspnoea ...  ... ,"3"
Y7Dsk,Dyspnoea - symptom ...  ... ,"3"
Y7Dsp,SOB - Shortness of breath ...  ... ,"3"
Y7Dt0,SOBOE - Short breath on exert ... SOBOE - Shortness of breath on exertion ... ,"3"
Y7Dt9,Breathlessness lying flat ...  ... ,"3"
Y7DuA,Psychogenic overbreathing ...  ... ,"3"
Y7DuB,Posture for breathing ...  ... ,"3"
Y7DuI,Croupy breathing ...  ... ,"3"
Y7DuU,Stertorous breathing ...  ... ,"3"
Y7Dv0,Irregular breathing ...  ... ,"3"
Y7DvT,Character of cough ...  ... ,"3"
Y7Dvz,Blood in sputum - symptom ...  ... ,"3"
Y7Dw8,Dirty sputum ...  ... ,"3"
Y7FmN,Pressure in breathing system ... Pressure in the breathing system ... ,"3"
YM5H5,Sputum - aspirated sample ...  ... ,"3"
Yae0a,Acid-fast bacilli in sputum ...  ... ,"3"
y00Db,Proprietary cough comps. A-L ... Proprietary cough compounds A-L ... ,"3"
YMGGg,Distressed breathing ...  ... ,"3"
YM10h,[D]Sputum abnormal - colour ...  ... ,"3"
YMJMT,"Sputum, positive cult find [D] ...  ... ","3"
YaYfO,Rapid breathing ...  ... ,"3"
Y31pt,Cough/urge incontinen of urine ... Cough - urge incontinence of urine ... ,"3"
y0BqL,Tixylix cough & cold linctus ...  ... ,"3"
YM1jh,Mucoid sputum - O/E ...  ... ,"3"
YaSqQ,Morphinian cough suppr allergy ... Morphinian cough suppressant allergy ... ,"3"
y0FfX,Benylin Childrens Night Coughs ...  ... ,"3"
Y7Dx6,Bronchial breathing ...  ... ,"3"
YM04W,O/E - shallow breathing ...  ... ,"3"
YE20R,Blood in sputum: [cells pres++ ... Blood in sputum: [cells present] or [O/E] ... ,"3"
YMGDJ,Collection of sputum specimen ...  ... ,"3"
y0Eqn,Insight TH150 trach tube hold ... Insight TH150 child tracheo tube hold+latex free cough strip ... Insight TH150 child two-piece adjustable tracheostomy tube holder with latex free cough strip,"3"
y0FhL,Vicks Vaposyrup for Dry Coughs ...  ... ,"3"
y0D2T,Strepsils Cough ...  ... ,"3"
YMLaV,Mouth breathing            [D] ...  ... ,"3"
Yalgv,Borg Breathless: 1 v slight ...  ... ,"3"
Yalgy,Borg Breathless Scre: 2 slight ...  ... ,"3"
YalhP,"Borg Breathless: 9 v v severe ... Borg Breathlessness Score: 9 v, very severe (almost maximal) ... Borg Breathlessness Score: 9 very, very severe (almost maximal)","3"
YaliB,Difficulty coughing up sputum ...  ... ,"3"
YML8Z,Sputum abnormal odour      [D] ...  ... ,"3"
y01wF,Expulin s/f cough linctus ...  ... ,"3"
YE1Wt,(Examination: [sputum][phleg++ ... (Examination: [sputum][phlegm][spit]) or (O/E mucoid sputum) ... (Examination: [sputum] or [phlegm] or [spit]) or (O/E mucoid sputum),"3"
YMKUX,O/E - breathing descrip ...  ... ,"3"
y0Dxo,Multi-Act Actifed chst cgh elx ... Multi-Action Actifed chesty coughs elixir ... ,"3"
Y7GZY,Sputum microscopy NOS ...  ... ,"3"
Ya24j,Short of breath at night ...  ... ,"3"
YM10f,[D]Abnormal sputum ...  ... ,"3"
YM5H8,Sputum - induced sample ...  ... ,"3"
YM5H9,Sputum - trapped sample ...  ... ,"3"
YM9gi,Chesty cough ...  ... ,"3"
YM9h2,Sputum evidence of infection ...  ... ,"3"
Ya3Cx,IPPB - Inter pos pres br ther ... IPPB - Intermittent positive pressure breathing therapy ... ,"3"
Yausa,Episodic dry cough ...  ... ,"3"
Yausb,[D]Episodic dry cough ...  ... ,"3"
YMAX4,[X]Oth unsp abnorms breathing ... [X]Other and unspecified abnormalities of breathing ... ,"3"
YaQrb,Difficulty coughing ...  ... ,"3"
Y7DsE,"Breathing,charactr of breathng ... Breathing and character of breathing ... ","3"
Y7Dsd,Has stopped breathing ...  ... ,"3"
Y7Dsn,Shortness of breath ...  ... ,"3"
Y7Dsx,Paroxysmal nocturnal dyspnoea ...  ... ,"3"
Y7Dtl,Diaphragmatic breathing ...  ... ,"3"
Y7DuO,Kussmauls breathing ...  ... ,"3"
Y7DvJ,Unable to cough ...  ... ,"3"
Y7Dvb,Nocturnal cough ...  ... ,"3"
Y7Dvd,Night cough present ...  ... ,"3"
Y7Dvf,Tracheal oesphag fistula cough ... Tracheal oesophageal fistula cough ... ,"3"
Y7Dvk,Sputum - symptom ...  ... ,"3"
Y7Dvo,Ability to clear sputum ...  ... ,"3"
Y7Dvp,Volume of sputum ...  ... ,"3"
Y7Dvr,Copious sputum ...  ... ,"3"
Y7Dw3,Blood in sputum - haemoptysis ...  ... ,"3"
YM04G,O/E - breathing method ...  ... ,"3"
YMIxX,Whooping cough vaccin. ...  ... ,"3"
YM046,O/E - stertorous breathing ...  ... ,"3"
Ya1o0,Colour of sputum ...  ... ,"3"
YatIL,White sputum ...  ... ,"3"
YML8a,Sputum abnormal smell      [D] ...  ... ,"3"
YM3al,Breathing out ...  ... ,"3"
YMGDK,Taking cough swab ...  ... ,"3"
y0FhK,Vicks Vaposyrup Dry Coughs syr ... Vicks Vaposyrup for Dry Coughs syrup ... ,"3"
y0FiF,Benylin Dry Coughs syrup ... Benylin Dry Coughs (Original) syrup ... ,"3"
y0FiL,Benylin Childrens Coughs&Colds ... Benylin Children's Coughs & Colds s/f oral solution ... ,"3"
y0FiM,Benylin Children's Cough&Colds ... Benylin Children's Coughs & Colds ... ,"3"
Yau1B,"BODE index ... BODE (body mass, airflow obst, dyspnoea exercise capa) index ... BODE (body mass, airflow obstruction, dyspnoea and exercise capacity) index","3"
YaSS1,Compound cough suppr adv react ... Compound cough suppressant adverse reaction ... ,"3"
YaQzS,BB - Bronchial breathing ...  ... ,"3"
YMAj6,"TB lung conf sput micr +/- cul ... TB lung confirm sputum microscopy with or without culture ... Tuberculosis of lung, confirmed by sputum microscopy with or without culture","3"
YaQuz,WC - Whooping cough ...  ... ,"3"
YaYS9,Short of breath on exertion ...  ... ,"3"
Y7Ebq,"Vocal cord not adduct, cough ... Vocal cord does not adduct on coughing ... ","3"
YMG21,Able to cough up sputum ...  ... ,"3"
YaSqN,Cough/decongestan prep allergy ... Cough/decongestant preparation allergy ... ,"3"
y0Gpl,Vantage Chesty Cough linctus ... Vantage Pharmacy Chesty Cough linctus ... ,"3"
y01w4,Benylin chesty cough linctus ...  ... ,"3"
Yad1G,Speech/lang breathing exercise ... Speech and language breathing exercises ... ,"3"
Yad1H,Breath support for speech exer ... Breathing support for speech exercises ... ,"3"
YMBN5,"[X]Suffocat earth cave in home ... [X]Threat breath due cave-in fall earth+oth substn occ home ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at home","3"
YMBN7,"[X]Suffocat cave in publ inst ... [X]Thret breth cav-in fall erth+oth sub sch ins/pub adm area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at school, other institution and public administrative area","3"
YMBND,"[X]Suffocat cave in OS place ... [X]Thret breth due cave-in fall erth+oth sub oth specif plce ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at other specified place","3"
YaTfO,Increasing breathlessness ...  ... ,"3"
YMKTX,Blood in sputum-symptom ...  ... ,"3"
YMHT9,Sputum for C/S ...  ... ,"3"
YM051,O/E - bronchial breathing ...  ... ,"3"
YM052,O/E - tubular breathing ...  ... ,"3"
YM97O,Rebreathing method ...  ... ,"3"
Yax1W,SAS - breathing problems score ... Symptom Assessment Scale - breathing problems score ... ,"3"
YaTcA,Lack breathing circuit ...  ... ,"3"
YaTcC,Parallel Lack breathng circuit ... Parallel Lack breathing circuit ... ,"3"
YaTcD,Paediatric breathing circuit ...  ... ,"3"
YaTcN,Breathing circuit reserv bag ... Breathing circuit reservoir bag ... ,"3"
YMBO1,"[X]OS threat breath sport area ... [X]Oth specif threat to breathing occurrn sport/athlet area ... [X]Other specified threats to breathing, occurrence at sports and athletics area","3"
YMBO4,"[X]OS threat breath indus area ... [X]Oth specif threat to breathng occurrn indust/constr area ... [X]Other specified threats to breathing, occurrence at industrial and construction area","3"
Y7DxG,Vesicular breathing ...  ... ,"3"
Yakr0,Breathless - strenuous exertn ... Breathless - strenuous exertion ... ,"3"
Yakr7,Breathless - strenuous exertn ...  ... ,"3"
YaZvP,Ability to cough voluntarily ...  ... ,"3"
y0F1h,Vantage Dry Cough Syrup ...  ... ,"3"
YaRhA,Breathing circuit equipment ...  ... ,"3"
Y02Xf,Spasmodic cough ...  ... ,"3"
YMDg1,DBE - Deep breathing exercises ...  ... ,"3"
YMDg2,DBR - Deep breathing exercises ...  ... ,"3"
YMDgC,Actve cycle-breathing technque ... Active cycle of breathing technique ... ,"3"
YMDgD,ACBT-Actve cycle-breathng tech ... ACBT - Active cycle of breathing technique ... ,"3"
YMDgN,Diaphragmatic breathng exercs ... Diaphragmatic breathing exercises ... ,"3"
Y7Ejj,Cough impuls in inguinal canal ... Cough impulse in inguinal canal ... ,"3"
YM64G,Sounds unaffected by cough ...  ... ,"3"
Yakzi,MRC Breathless Scale: grade 2 ...  ... ,"3"
YMBO6,"[X]OS threat to breath OS plce ... [X]Oth specif threat to breathing occurrn oth specif place ... [X]Other specified threats to breathing, occurrence at other specified place","3"
YMBO8,[X]Unspecif threat to breathng ... [X]Unspecified threat to breathing ... ,"3"
YMBOC,"[X]Unsp threat breath sport ar ... [X]Unspecif threat to breathng occurrn at sport/athlet area ... [X]Unspecified threat to breathing, occurrence at sports and athletics area","3"
YMBOD,"[X]Unsp threat breathing hway ... [X]Unspecif threat to breathing occurrnce on street/highway ... [X]Unspecified threat to breathing, occurrence on street and highway","3"
YE1ZB,Sputum for C/S &/or sent ...  ... ,"3"
Y7Crs,Breathing painful ...  ... ,"3"
Ya5Pr,Sputum culture ...  ... ,"3"
Y7FNA,Sputum: frothy/watery ...  ... ,"3"
Y7FNB,Sputum: fetid/offensive ...  ... ,"3"
Y7FPa,Sputum: asbestos bodies ...  ... ,"3"
Y7FPt,Sputum: malignant cells ...  ... ,"3"
Y75Qb,Assisted breathing ...  ... ,"3"
Y75Qz,IPPB - Int pos pres breathing ... IPPB - Intermittent positive pressure breathing ... ,"3"
YM8vk,Expectoration observation ...  ... ,"3"
YMA3s,"[X]Whooping cough, unspecified ...  ... ","3"
YaceQ,Sputum ...  ... ,"3"
y07n2,Expulin dry cough linctus ...  ... ,"3"
YM2x6,Breathing circuit insp limb ... Breathing circuit inspiratory limb ... ,"3"
YaQrJ,Does not control breathing ...  ... ,"3"
YaQrO,Ability to cough ...  ... ,"3"
YaQrW,Able to cough ...  ... ,"3"
A33..,Whooping cough ...  ... ,"2"
A33y.,Whooping cough - other sp.org. ... Whooping cough - other specified organism ... ,"2"
"2322.",O/E - dyspnoea ...  ... ,"2"
"2328.",O/E - stertorous breathing ...  ... ,"2"
"234..",O/E - breathing method ...  ... ,"2"
"23B2.",O/E - bronchial breathing ...  ... ,"2"
"4E1..",Sputum examination - general ...  ... ,"2"
"4E21.",Sputum appears normal ...  ... ,"2"
"4E22.",Sputum: excessive - mucoid ...  ... ,"2"
"4E27.",Clear sputum ...  ... ,"2"
"4E2A.",Sputum appearance ...  ... ,"2"
"4E2D.",White sputum ...  ... ,"2"
"4E2E2",No sputum ...  ... ,"2"
"4E2Z.",Sputum inspection NOS ...  ... ,"2"
"4E37.",Sputum: organism on gram stain ...  ... ,"2"
"4E38.",Sputum: tubercle on Z-N stain ...  ... ,"2"
"4E3A.",Acid-fast bcills sptm smr ngtv ... Acid-fast bacillus sputum smear negative ... ,"2"
"4E4..",Sputum culture ...  ... ,"2"
"4JF5.",Sputum sent for C/S ...  ... ,"2"
ch2p.,BENYLIN DRY COUGHS syrup ... BENYLIN DRY COUGHS (ORIGINAL) syrup ... ,"2"
"1719.",Chesty cough ...  ... ,"2"
"1734.",Breathless - at rest ...  ... ,"2"
"173T.",Borg Breathlessness : 5 severe ... Borg Breathlessness Score: 5 severe ... ,"2"
"1827.",Painful breathing -pleurodynia ...  ... ,"2"
cg23.,ROBITUSS PASTILL FOR DRY COUGH ... ROBITUSSIN SOFT PASTILLES FOR DRY COUGH 7.5mg pastilles ... ,"2"
R0641,[D]Sputum abnormal - colour ...  ... ,"2"
R0642,[D]Sputum abnormal - odour ...  ... ,"2"
R0643,[D]Abnormal sputum - tenacious ...  ... ,"2"
R064z,[D]Abnormal sputum NOS ...  ... ,"2"
U1420,"[X]Suffocat earth cave in home ... [X]Threat breath due cave-in fall earth+oth substn occ home ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at home","2"
U1424,"[X]Suffocation cave in on hway ... [X]Threat breath due cave-in fall earth+oth subs strt/h'way ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence on street and highway","2"
U1427,"[X]Suffocation cave in on farm ... [X]Threat breath due cave-in fall earth+oth substn occ farm ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence on farm","2"
U14y.,[X]Oth spec threat to breathng ... [X]Other specified threats to breathing ... ,"2"
U14y0,"[X]OS threat to breathing home ... [X]Other specified threats to breathing, occurrence at home ... ","2"
U14y2,"[X]OS threat to breath pub ins ... [X]Oth specif threat to breath occ sch oth inst/pub adm area ... [X]Other specified threats to breathing, occurrence at school, other institution and public administrative area","2"
U14z2,"[X]Unsp threat breath pub inst ... [X]Unspecif threat to breathng occ sch oth ins/pub adm area ... [X]Unspecified threat to breathing, occurrence at school, other institution and public administrative area","2"
U14z3,"[X]Unsp threat breath sport ar ... [X]Unspecif threat to breathng occurrn at sport/athlet area ... [X]Unspecified threat to breathing, occurrence at sports and athletics area","2"
U14z7,"[X]Unspec threat breathng farm ... [X]Unspecified threat to breathing, occurrence on farm ... ","2"
Fyu5F,[X]Primary cough headache ...  ... ,"2"
YaenB,Providing sputum carton ...  ... ,"3"
y0DqU,Robitussin dry cough med liq ... Robitussin dry cough medicine liquid ... ,"3"
Y7CmI,Painful breathing -pleurodynia ...  ... ,"3"
YaVPj,Effective cough ...  ... ,"3"
YaVQk,Observation of breathing ...  ... ,"3"
YaVR3,Pluggy sputum ...  ... ,"3"
YaVRB,Profuse watery sputum ...  ... ,"3"
YMKUd,O/E -thoracic breathing ...  ... ,"3"
Y01JC,Psychogenic cough ...  ... ,"3"
Yalgx,Borg Breathless Scre: 2 slight ... Borg Breathlessness Score: 2 slight ... ,"3"
Yalgz,Borg Breathless: 3 moderate ... Borg Breathlessness Score: 3 moderate ... ,"3"
Yalh0,Borg Breathless: 3 moderate ...  ... ,"3"
YalhC,Borg Breathless: 6 severe (+) ...  ... ,"3"
YalhS,Borg Breathless: 10 maximal ...  ... ,"3"
YapsO,Expect ind sput frm resp tract ... Expectoration of induced sputum from respiratory tract ... ,"3"
Yakn8,Cough with fever ...  ... ,"3"
YM0aD,Sputum appears normal ...  ... ,"3"
Yakx7,MRC Breathless Scale: grade 1 ... MRC Breathlessness Scale: grade 1 ... ,"3"
YakxA,MRC Breathless Scale: grade 2 ... MRC Breathlessness Scale: grade 2 ... ,"3"
YMBNC,"[X]Suffocation cave in on farm ... [X]Threat breath due cave-in fall earth+oth substn occ farm ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence on farm","3"
Y79rP,Sputum sent for examination ...  ... ,"3"
YMKbr,Malignant cells: sputum ...  ... ,"3"
"2341.",O/E - abdominal breathing ...  ... ,"2"
"2343.",O/E - mouth breathing ...  ... ,"2"
"23B5.",O/E - cavernous breathing ...  ... ,"2"
"4E12.",Sputum examination: normal ...  ... ,"2"
"4E2..",Sputum inspection ...  ... ,"2"
"4E23.",Sputum: mucopurulent ...  ... ,"2"
"4E25.",Sputum: frothy/watery ...  ... ,"2"
"4E28.",Yellow sputum ...  ... ,"2"
"4E291",Pale green sputum ...  ... ,"2"
"4E2E0",Copious sputum ...  ... ,"2"
"4E2G.",Bloodstained sputum ...  ... ,"2"
"4E3B.",Acid-fast bcils sptm smr postv ... Acid-fast bacillus sputum smear positive ... ,"2"
R04z2,[D]Mouth breathing ...  ... ,"2"
R0608,[D]Shortness of breath ...  ... ,"2"
Ayu39,[X]Whoop cgh/oth Bordetela spc ... [X]Whooping cough due to other Bordetella species ... ,"2"
ch2k.,*EXPULIN dry cough linctus ...  ... ,"2"
ch2t.,ADULT MELTUS DRY COUGH+CONGEST ... ADULT MELTUS DRY COUGHS WITH CONGESTION oral liquid ... ,"2"
ch2u.,JUNIOR MELTUS DRY COUGH+CONGES ... JUNIOR MELTUS DRY COUGHS WITH CONGESTION oral liquid ... ,"2"
ch2y.,COVONIA HOT DOSE COUGH syrup ... COVONIA HOT DOSE COUGH & COLD syrup ... ,"2"
ch3..,PROPRIETARY COUGH COMPS. M-Z ... PROPRIETARY COUGH COMPOUND PREPARATIONS M-Z ... ,"2"
ch3x.,COUGH NURSE NGHT TIME oral liq ... COUGH NURSE NIGHT TIME oral liquid ... ,"2"
Ryu03,[X]Oth unsp abnorms breathing ... [X]Other and unspecified abnormalities of breathing ... ,"2"
"388H.",CLASP SOB score ... CLASP shortness of breath score ... Cardiovascular Limitations and Symptoms Profile shortness of breath score,"2"
cg26.,VNTGE DRY COUGH 10mg/5mL lncts ... VANTAGE DRY COUGH 10mg/5mL linctus ... ,"2"
R0621,[D]Episodic dry cough ...  ... ,"2"
U142.,"[X]Suffocat from earth cave in ... [X]Threat to breathng due cave-in fallng earth + oth substn ... [X]Threat to breathing due to cave-in, falling earth and other substances","2"
U142z,"[X]Suffocat cave in unsp plce ... [X]Thret breath due cave-in fall erth+oth sub unspecif place ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at unspecified place","2"
U14y4,"[X]OS threat to breathing hway ... [X]Oth specif threat to breathing occurrn on street/highway ... [X]Other specified threats to breathing, occurrence on street and highway","2"
U14zz,"[X]Unsp threat breath unsp plc ... [X]Unspecif threat to breathing occurrnce at unspecif place ... [X]Unspecified threat to breathing, occurrence at unspecified place","2"
"1711.",No cough ...  ... ,"2"
"1712.",Dry cough ...  ... ,"2"
"1717.",Night cough present ...  ... ,"2"
"171C.",Morning cough ...  ... ,"2"
"171D.",Evening cough ...  ... ,"2"
"171F.",Cough with fever ...  ... ,"2"
"171G.",Bovine cough ...  ... ,"2"
"172..",Blood in sputum - haemoptysis ...  ... ,"2"
"1733.",Breathless - mild exertion ...  ... ,"2"
"1738.",Difficulty breathing ...  ... ,"2"
"173C.",Short of breath on exertion ...  ... ,"2"
"173N.","Borg Brthless: 0.5 v v slight ... Borg Breathlessness Score: 0.5 very, very slight ... Borg Breathlessness Score: 0.5 very, very slight (just noticeable)","2"
"173X.",Borg Breathless: 8 v severe(+) ... Borg Breathlessness Score: 8 very severe (+) ... ,"2"
"8E93.",Breathing exercises ...  ... ,"2"
pF14.,EMS T550 tracheo tube holder ... EMS T550 tracheostomy tapeless tube hold+elastic cough strip ... EMS T550 tracheostomy tapeless adjustable tube holder with elasticated cough strip,"2"
pF15.,INSIGHT TH100 trach tube hold ... INSIGHT TH100 adult tracheo tube hold+latex free cough strip ... INSIGHT TH100 adult two-piece adjustable tracheostomy tube holder with latex free cough strip,"2"
Ya1o4,Grey sputum ...  ... ,"3"
Ya1oE,Creamy sputum ...  ... ,"3"
Ya1oI,Brown sputum ...  ... ,"3"
Y7Cru,Painful cough ...  ... ,"3"
Y7Dso,Shortness of breath symptom ...  ... ,"3"
Y7Dst,Dyspnoea at rest ...  ... ,"3"
Y7Dsz,Dyspnoea on exertion ...  ... ,"3"
Y7Dt2,Breathless - moderate exertion ...  ... ,"3"
Y7Dtr,Mouth breathing ...  ... ,"3"
YM04K,O/E - breathing method NOS ...  ... ,"3"
YM04M,O/E - breathing rate ...  ... ,"3"
yz8rS,COVONIA HOT DOSE COUGH syrup ... COVONIA HOT DOSE COUGH & COLD syrup ... ,"3"
Y7DuC,Adopts partic posture breathng ... Adopts particular posture for breathing ... ,"3"
Y7DuP,Rattling breathing ...  ... ,"3"
Y7Dus,Stops breathing ...  ... ,"3"
Y7Dv1,Rhythm of breathing uneven ...  ... ,"3"
Y7DvC,Excessively deep breathing ...  ... ,"3"
Y7DvU,Dry cough ...  ... ,"3"
Y7DvY,Productive cough -green sputum ...  ... ,"3"
Y7DvZ,Productive cough -clear sputum ...  ... ,"3"
Y7Dva,Productive cough-yellow sputum ...  ... ,"3"
Y7Dvt,Moderate sputum ...  ... ,"3"
Y7Dw6,Clear sputum ...  ... ,"3"
Y7Dw9,Purulent sputum ...  ... ,"3"
Y7Gh7,Sleep-related breathing test ...  ... ,"3"
Ya0cZ,[V]Whooping cough vaccination ...  ... ,"3"
YMHVX,Whooping cough notific ...  ... ,"3"
Y71OY,Whooping cough-like syndrome ...  ... ,"3"
YaYS8,Evening cough ...  ... ,"3"
Y7FN4,Sputum examination: normal ...  ... ,"3"
Y7FN9,Sputum: contains blood ...  ... ,"3"
Ya5kc,Abil use breathing for speech ... Ability to use breathing for speech ... ,"3"
y0Ajj,Expulin dry cough ...  ... ,"3"
YaVPg,Brassy cough ...  ... ,"3"
YaVPh,Bovine cough ...  ... ,"3"
YaVPm,Able to clear sputum ...  ... ,"3"
YaVPp,Does clear sputum ...  ... ,"3"
Ya5JT,DIB - Difficulty in breathing ...  ... ,"3"
Y7Glz,EEG with overbreathing ...  ... ,"3"
Y7GY5,Sputum inspection NOS ...  ... ,"3"
Y7GZX,Sputum microscopy ...  ... ,"3"
YaV8h,Obs cough impulse of lump ... Observation of cough impulse of lump ... ,"3"
y07n1,Benylin child cough sf linctus ... Benylin childrens cough s/f linctus ... ,"3"
YaVQz,Breathing abnormal ...  ... ,"3"
YaVR2,Obs of consistency of sputum ... Observation of consistency of sputum ... ,"3"
YaVRE,Foul smelling sputum ...  ... ,"3"
YakxC,MRC Breathless Scale: grade 4 ... MRC Breathlessness Scale: grade 4 ... ,"3"
YakxD,MRC Breathless Scale: grade 5 ... MRC Breathlessness Scale: grade 5 ... ,"3"
YMBMh,[X]Oth accid threat breathing ... [X]Other accidental threats to breathing ... ,"3"
y01vs,"Expect,demulcent+cpd preps ... Expectorant,demulcent,and compound cough preparations ... ","3"
YMA3r,[X]Whoop cgh/oth Bordetela spc ... [X]Whooping cough due to other Bordetella species ... ,"3"
YMBN9,"[X]Suffocation cave in on hway ... [X]Threat breath due cave-in fall earth+oth subs strt/h'way ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence on street and highway","3"
YMBNA,"[X]Suffocat cave in trade area ... [X]Thret breath due cave-in fall erth+oth sub trad/serv area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at trade and service area","3"
YMKTY,Short of breath symptom ...  ... ,"3"
YMKUf,O/E -shallow breathing ...  ... ,"3"
YaRh4,Breathless ...  ... ,"3"
y0GpN,Vantage Dry Cough ...  ... ,"3"
YMBNy,"[X]OS threat to breathing home ... [X]Other specified threats to breathing, occurrence at home ... ","3"
YMLFq,O/E-cavernous breathing ...  ... ,"3"
YaZvR,Unable to cough voluntarily ...  ... ,"3"
Yavo8,Pale green sputum ...  ... ,"3"
YE1Wu,Acid fast bacilli in sputum ++ ... Acid fast bacilli in sputum (& tubercle on Z-N stain) ... ,"3"
YaSRv,Cough suppressant adverse reac ... Cough suppressant adverse reaction ... ,"3"
YMJL2,Shortness of breath (SOB)  [D] ...  ... ,"3"
Yalgo,"Borg Brthless: 0.5 v v slight ... Borg Breathlessness Score: 0.5 very, very slight ... Borg Breathlessness Score: 0.5 very, very slight (just noticeable)","3"
YalhL,Borg Breathless: 7 very severe ... Borg Breathlessness Score: 7 very severe ... ,"3"
YalhM,Borg Breathless: 7 very severe ...  ... ,"3"
YalhO,Borg Breathless: 8 v severe(+) ...  ... ,"3"
YalhQ,Borg Breathless: 9 v v severe ...  ... ,"3"
YalhR,Borg Breathless: 10 maximal ... Borg Breathlessness Score: 10 maximal ... ,"3"
YMJAc,Whooping cough pneumonia ...  ... ,"3"
YE1HP,O/E: [type of respiration] o++ ... O/E: [type of respiration] or [breathing description] ... ,"3"
YMBOB,"[X]Unsp threat breath pub inst ... [X]Unspecif threat to breathng occ sch oth ins/pub adm area ... [X]Unspecified threat to breathing, occurrence at school, other institution and public administrative area","3"
YMBOI,"[X]Unsp threat breath unsp plc ... [X]Unspecif threat to breathing occurrnce at unspecif place ... [X]Unspecified threat to breathing, occurrence at unspecified place","3"
YM0zP,[D]Mouth breathing ...  ... ,"3"
YaagF,[D]Breathlessness ...  ... ,"3"
Yavc9,"DOSE index ... Dyspnoea,obstruction, smoking, exacerbation frequency index ... DOSE (dyspnoea, airflow obstruction, smoking status, exacerbation frequency) index","3"
YaQrE,Unable to control breathing ...  ... ,"3"
YaQrY,Does cough ...  ... ,"3"
YMLai,Sputum abnormal colour     [D] ...  ... ,"3"
YaY88,[D]Abnormal sputum - tenacious ...  ... ,"3"
y0D2S,Strepsils Cough lozenge ...  ... ,"3"
y0FiG,Benylin Dry Coughs (Original) ...  ... ,"3"
y0FiI,Benylin Dry Coughs (Non Drwsy) ... Benylin Dry Coughs (Non Drowsy) ... ,"3"
Yakzh,MRC Breathless Scale: grade 1 ...  ... ,"3"
Yakzj,MRC Breathless Scale: grade 3 ...  ... ,"3"
Yakzk,MRC Breathless Scale: grade 4 ...  ... ,"3"
YML8J,Dyspnoea                   [D] ...  ... ,"3"
YML8R,Shortness of breath        [D] ...  ... ,"3"
YML8X,Sputum abnormal            [D] ...  ... ,"3"
YMGKp,Breathing orally ...  ... ,"3"
YaXXS,Sputum cytology ...  ... ,"3"
YaXXT,Sputum cytology positive ...  ... ,"3"
YaQrz,Deep breathing ...  ... ,"3"
"2342.",O/E - thoracic breathing ...  ... ,"2"
"2362.",O/E - shallow breathing ...  ... ,"2"
"4E...",Sputum examination ...  ... ,"2"
"4E14.",Sputum - not infected ...  ... ,"2"
"4E1Z.",Sputum gen. exam. NOS ...  ... ,"2"
"4E24.",Sputum: contains blood ...  ... ,"2"
"4E33.",Sputum: malignant cells ...  ... ,"2"
"4E36.",Sputum: pus cells present ...  ... ,"2"
"4E3Z.",Sputum microscopy NOS ...  ... ,"2"
J0452,Malocclusion-mouth breathing ... Malocclusion due to mouth breathing ... ,"2"
y0DqT,Robitussin cough+congest liq ... Robitussin chesty cough with congestion liquid ... ,"3"
Y75Vj,Breathing exercises ...  ... ,"3"
y0FnL,Adult Meltus Dry Cough+Congest ... Adult Meltus Dry Coughs with Congestion oral liquid ... ,"3"
Y7FRG,Sputum: organism on gram stain ...  ... ,"3"
ch3q.,*STREPSILS COUGH lozenges ...  ... ,"2"
"74595",Expect ind sput frm resp tract ... Expectoration of induced sputum from respiratory tract ... ,"2"
ZV570,[V]Breathing exercises ...  ... ,"2"
U1422,"[X]Suffocat cave in publ inst ... [X]Thret breth cav-in fall erth+oth sub sch ins/pub adm area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at school, other institution and public administrative area","2"
U14y1,"[X]OS threat to breath res ins ... [X]Oth specif threats to breathng occurrn resident instit'n ... [X]Other specified threats to breathing, occurrence in residential institution","2"
U14y3,"[X]OS threat breath sport area ... [X]Oth specif threat to breathing occurrn sport/athlet area ... [X]Other specified threats to breathing, occurrence at sports and athletics area","2"
U14y5,"[X]OS threat breath trade ar ... [X]Oth specif threat to breathng occurrn at trade/serv area ... [X]Other specified threats to breathing, occurrence at trade and service area","2"
U14y6,"[X]OS threat breath indus area ... [X]Oth specif threat to breathng occurrn indust/constr area ... [X]Other specified threats to breathing, occurrence at industrial and construction area","2"
