"READ_CODE","DESCRIPTION","VERSION"
YatMK,Influenza A virus H1N1 serolgy ... Influenza A virus subtype H1N1 serology ... ,"3"
Yaekw,Influenza immunisation advised ...  ... ,"3"
Yayiv,Infz+otr rsp mnf due t snl vir ... Influenza with othr resp manifestation due to seasonal virus ... Influenza with other respiratory manifestation due to seasonal influenza virus,"3"
Yayra,Parainflnza grp RNA dtctn assy ... Parainfluenza group RNA (ribonucleic acid) detection assay ... ,"3"
Yaz3T,Fst inact snl flu vcc gvn mdwf ... First inactivated seasonal influenza vacc given by midwife ... First inactivated seasonal influenza vaccination given by midwife,"3"
YazI0,"1st DTaP, IP, Hib hp B vcc dcl ... First DTaP, inactivated polio, Hib and hep B vacc declined ... First diphtheria, tetanus and acellular pertussis, inactivated polio, Haemophilus influenzae type b and hepatitis B vaccination declined","3"
YazHz,"DNA DTaP, IP, Hib hep B vacc ... Did not attend DTaP, inact polio, Hib and hep B vaccination ... Did not attend diphtheria, tetanus and acellular pertussis, inactivated polio, Haemophilus influenzae type b and hepatitis B vaccination","3"
Y02XR,Acute pneumococcal laryngitis ...  ... ,"3"
YMKsR,Influenza + pneumonia ...  ... ,"3"
YMIPA,Influenza with pneumonia ...  ... ,"3"
YacT7,No consent - influenza immunis ... No consent - influenza immunisation ... ,"3"
Y1003,Other upper resp.tract disease ... Other upper respiratory tract diseases ... ,"3"
Y1004,Upper resp.tract diseases OS ... Other specified diseases of upper respiratory tract ... ,"3"
Y100C,Acute respiratory infectn.NOS ... Acute respiratory infection NOS ... ,"3"
Y100r,Acute bronchitis/bronchiolitis ... Acute bronchitis and bronchiolitis ... ,"3"
Y100t,Acute tracheobronchitis ...  ... ,"3"
Y100v,Acute bronchitis ...  ... ,"3"
Y1011,Acute pseudomembranous bronch. ... Acute pseudomembranous bronchitis ... ,"3"
Yaand,Influenza vaccination status ...  ... ,"3"
yz3Fx,INFLUE VACC 15mcg/strain 0.1mL ... INACT INFLUENZA VACC (SPLIT VIRION) 15mcg/strain pfs 0.1mL ... ,"3"
YavnS,Influenz vacc first verb invit ... Influenza vaccination first verbal invitation ... ,"3"
YavnT,Influenza vacc 2nd verb invitn ... Influenza vaccination second verbal invitation ... ,"3"
YavnV,Influenza vacc 2nd phone invit ... Influenza vaccination second telephone invitation ... ,"3"
YaWFD,Influenza virus A and B ...  ... ,"3"
Yatms,DNA flu A vir subtyp H1N1 vacc ... Did not attend influenza A virus subtype H1N1 vaccination ... ,"3"
YatnF,Influenza vaccn invit SMS sent ... Influenza vaccination invitation SMS text message sent ... Influenza vaccination invitation short message service text message sent,"3"
YazI1,"2nd DTaP, IP, Hib hp B vcc dcl ... Second DTaP, inactivated polio, Hib and hep B vacc declined ... Second diphtheria, tetanus and acellular pertussis, inactivated polio, Haemophilus influenzae type b and hepatitis B vaccination declined","3"
Y7JVz,Malig neop resp/intrath. organ ... Malig neop of respiratory tract and intrathoracic organs ... Malignant neoplasm of respiratory tract and intrathoracic organs,"3"
Y7JXS,"Malig neop up resp tract unspe ... Malig neop of upper respiratory tract, part unspecified ... Malignant neoplasm of upper respiratory tract, part unspecified","3"
y03tU,Haemoph influen b vac inj pdr ... Haemophilus influenzae Type b vaccine inj pdr+diluent ... Haemophilus influenzae Type b vaccine injection (pdr for recon)+diluent,"3"
y03uC,Inact Influenza sub-unit vac ... Inactivated Influenza surface antigen sub-unit vaccine ... ,"3"
y03uD,Inact Influenza split vir vac ... Inactivated Influenza split virion vaccine ... ,"3"
Y50fn,"Alope+dys of nail/ophth/thyr ... Alop, dystrophy of nail/ophthal/thyroid/hypohid/ephelides ... Alopecia, nail dystrophy, ophthalmic complications, thyroid dysfunction, hypohidrosis, ephelides, enteropathy and respiratory tract infections","3"
Y103F,Influenza with pneumonia NOS ...  ... ,"3"
YMA5a,[X]Oth spcf ac viral hepatitis ... [X]Other specified acute viral hepatitis ... ,"3"
YaRGA,RTI - Respirat tract infection ... RTI - Respiratory tract infection ... ,"3"
YaViG,Acute coxsackievir bronchitis ... Acute coxsackieviral bronchitis ... ,"3"
YMJnL,Respiratory tract operations ...  ... ,"3"
Yat0k,Infl due Infl A vir subtp H1N1 ... Influenza due to Influenza A virus subtype H1N1 ... ,"3"
Yat5c,Possible influenza A vir H1N1 ...  ... ,"3"
YMAip,Acute parainfl vir bronchitis ... Acute parainfluenza virus bronchitis ... ,"3"
Yarx8,Influenza H3 virus detected ...  ... ,"3"
Yarx9,Influenza H5 virus detected ...  ... ,"3"
YajUE,Influenza vaccination declined ...  ... ,"3"
YajUF,Influenz vaccin invt lett sent ... Influenza vaccination invitation letter sent ... ,"3"
YatG6,PNDMRX - 1st fluA (H1N1v)09 va ... PANDEMRIX - first influenza A (H1N1v) 2009 vaccination given ... ,"3"
YatG9,CN - 2 fluA (H1N1v)09 va ot pr ... CELVAPAN - 2nd flu A (H1N1v) 2009 vacc by othr hlth provider ... CELVAPAN - second influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"3"
YatGB,PX - 2 fluA (H1N1v)09 va ot pr ... PANDEMRIX - 2nd flu A (H1N1v) 2009 vac by othr hlth provider ... PANDEMRIX - second influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"3"
Yaxbk,Influenza A RNA detectn assay ... Influenza A virus ribonucleic acid detection assay ... ,"3"
Y10Be,Other acute chemical resp.dis. ... Other acute respiratory diseases due to chemical fumes ... ,"3"
YMJAg,Acute chemical bronchitis ...  ... ,"3"
YavFd,Consent givn fr season flu vac ... Consent given for seasonal influenza vaccination ... ,"3"
Yaxal,Avian flu vir RNA detctn assay ... Avian influenza virus ribonucleic acid detection assay ... ,"3"
Yaxbl,Influenza B RNA detectn assay ... Influenza B virus ribonucleic acid detection assay ... ,"3"
"16L..",Influenza-like symptoms ...  ... ,"2"
"68NN.",Influenza imm.advised in surg. ...  ... ,"2"
"68Nt.",Consent given H1N1 vaccination ... Consent given for influenza A subtype H1N1 vaccination ... ,"2"
B2...,Malig neop resp/intrath. organ ... Malig neop of respiratory tract and intrathoracic organs ... Malignant neoplasm of respiratory tract and intrathoracic organs,"2"
yz40v,INFLUE VACC 9mcg/strain 0.1mL ... INACT INFLUENZA VACC (SPLIT VIRION) 9mcg/strain pfs 0.1mL ... ,"3"
YMBNT,"[X]Inhalat food in public inst ... [X]Inhl+ingest food obst resp tract sch oth ins/pub adm area ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence at school, other institution and public administrative area","3"
YMBNY,"[X]Inhalation of food on farm ... [X]Inhalatn+ingestn of food caus obstr resp tract occ farm ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence on farm","3"
YapW1,Hib/meningitis C vaccination ... Haemophilus influenzae type B and meningitis C vaccination ... ,"3"
Y31cP,Acute infective interst nephri ... Acute infective interstitial nephritis ... ,"3"
YanEB,"1st DTaP/IPV/Hib vaccination ... 1st dipht tet acell pertus, haem influ b, inactiv polio vacc ... First diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","3"
YadWB,Acute epiglottitis (non-strep) ... Acute epiglottitis (non-streptococcal) ... ,"3"
U1447,"[X]Inhalation of food on farm ... [X]Inhalatn+ingestn of food caus obstr resp tract occ farm ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence on farm","2"
U1450,"[X]Inhalat of object at home ... [X]Inhalatn+ingestn oth obj causng obstr resp tract occ home ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at home","2"
U1453,"[X]Inhalat of object sport ar ... [X]Inhal+ingest oth obj caus obst resp tract sport/athl area ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at sports and athletics area","2"
H0...,Acute respiratory infections ...  ... ,"2"
H024.,Acute viral pharyngitis ...  ... ,"2"
H036.,Acute viral tonsillitis ...  ... ,"2"
H0405,Acute pneumococcal laryngitis ...  ... ,"2"
H040x,Acute bact.laryngitis unspec. ... Acute bacterial laryngitis unspecified ... ,"2"
H060.,Acute bronchitis ...  ... ,"2"
H0600,Acute fibrinous bronchitis ...  ... ,"2"
H0605,Acute tracheobronchitis ...  ... ,"2"
H060F,Acute bronchitis/echovirus ... Acute bronchitis due to echovirus ... ,"2"
H060v,Subacute bronchitis unspecif. ... Subacute bronchitis unspecified ... ,"2"
H060x,Acute bact.bronchitis unspec. ... Acute bacterial bronchitis unspecified ... ,"2"
H061.,Acute bronchiolitis ...  ... ,"2"
H0610,Acute capillary bronchiolitis ...  ... ,"2"
H0611,Acute obliterating bronchiolit ... Acute obliterating bronchiolitis ... ,"2"
H0616,Ac bronchiol/oth spcfd organsm ... Acute bronchiolitis due to other specified organisms ... ,"2"
H0y..,Acute respiratory infectns.OS ... Other specified acute respiratory infections ... ,"2"
H1...,Other upper resp.tract disease ... Other upper respiratory tract diseases ... ,"2"
H1yz.,Other URT diseases NOS ... Other upper respiratory tract diseases NOS ... ,"2"
H2700,Influenza + bronchopneumonia ... Influenza with bronchopneumonia ... ,"2"
H2701,"Influ+pneumn,'flu virus identf ... Influenza with pneumonia, influenza virus identified ... ","2"
H2710,Influenza + laryngitis ... Influenza with laryngitis ... ,"2"
H2D..,Flu due to zoonotic virus ... Influenza due to zoonotic influenza virus ... ,"2"
H2F0.,Inflnza wth pmn due sesnl vir ... Influenza with pneumonia due to seasonal influenza virus ... ,"2"
"4J3M.",Infl A virus H1N1 sub not dect ... Influenza A virus H1N1 subtype not detected ... ,"2"
"9OX7.",Influenza vaccina phone invite ... Influenza vaccination telephone invite ... ,"2"
"9OX8.",Has influenza vacc at work ... Has influenza vaccination at work ... ,"2"
"9OXA.",Influen vaccn inv 2nd let sent ... Influenza vaccination invitation second letter sent ... ,"2"
"9OXC3",Flu vac inv 3rd SMS txt msg st ... Influenza vaccination invitation 3rd SMS text message sent ... Influenza vaccination invitation third short message service text message sent,"2"
"9OXD0",Influenz vacc first verb invit ... Influenza vaccination first verbal invitation ... ,"2"
"9OXD2",Influenza vacc 3rd verb invit ... Influenza vaccination third verbal invitation ... ,"2"
"65E6.",CLVPN - 2nd flu A (H1N1v)09 va ... CELVAPAN - second influenza A (H1N1v) 2009 vaccination given ... ,"2"
"65EC.",PX - 2 fluA (H1N1v)09 va ot pr ... PANDEMRIX - 2nd flu A (H1N1v) 2009 vac by othr hlth provider ... PANDEMRIX - second influenza A (H1N1v) 2009 vaccination given by other healthcare provider,"2"
"65EE1",Adminstn 2nd intranasl flu vac ... Administration of second intranasal influenza vaccination ... ,"2"
H3y0.,Chr obs pulm dis+ac l resp inf ... Chronic obstruct pulmonary dis with acute lower resp infectn ... Chronic obstructive pulmonary disease with acute lower respiratory infection,"2"
H590.,Acute respiratory failure ...  ... ,"2"
Hyu03,[X]O ac up resp inf/multi site ... [X]Other acute upper respiratory infections/multiple sites ... [X]Other acute upper respiratory infections of multiple sites,"2"
Hyu06,"[X]Flu+o rsp manif,vir n idntf ... [X]Influenza+oth respiratory manifestatns,virus not identifd ... [X]Influenza with other respiratory manifestations, virus not identified","2"
Hyu1.,[X]Oth acute lowr resp infects ... [X]Other acute lower respiratory infections ... ,"2"
Hyu10,[X]Ac bronchitis/o spcf orgnsm ... [X]Acute bronchitis due to other specified organisms ... ,"2"
Hyu45,"[X]O ac+sbac rsp cnd/c,g,f+vap ... [X]Oth acute+subacute resp condtns/chemical,gas,fume+vapours ... [X]Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours","2"
Hyu6.,[X]Supp/necr cond low res trac ... [X]Suppurative & necrotic conditions of lower respir tract ... [X]Suppurative and necrotic conditions of the lower respiratory tract,"2"
"43jy.",Parainfl type 2 nuc acid detn ... Parainfluenza type 2 nucleic acid detection ... ,"2"
"43jz0",Parainfluenza type 3 NADA ... Parainfluenza type 3 nucleic acid detection assay ... ,"2"
"43w90",Parainfluenza type 4 NADA ... Parainfluenza type 4 nucleic acid detection assay ... ,"2"
Y79Uo,Influenza vaccination ...  ... ,"3"
YaQwX,AVH - Acute viral hepatitis ...  ... ,"3"
YauaF,Influenza vaccination requestd ... Influenza vaccination requested ... ,"3"
YapK2,Parainfl type 2 nuc acid detn ... Parainfluenza type 2 nucleic acid detection ... ,"3"
YapK4,Parainfl type 3 nuc acid detn ... Parainfluenza type 3 nucleic acid detection ... ,"3"
y0HBz,HIB/DIP/TET/PERTUSS/POLIO VACC ... HAEMOPHILUS B /DIPHTHERIA/TETANUS/PERTUSSIS/POLIO VACCINE ... HAEMOPHILUS INFLUENZAE type B/DIPHTHERIA/TETANUS/PERTUSSIS/POLIO V,"3"
Y1018,Acute streptococcal bronchitis ...  ... ,"3"
Y101G,Acute viral bronchitis unspec. ... Acute viral bronchitis unspecified ... ,"3"
Y101O,Acute viral bronchiolitis ...  ... ,"3"
Y103n,Influenza ...  ... ,"3"
Y103t,Influenza + other manifestat. ... Influenza with other manifestations ... ,"3"
Y103u,Influenza with encephalopathy ...  ... ,"3"
Y103v,Influenza + GIT involvement ... Influenza with gastrointestinal tract involvement ... ,"3"
Y103z,Influenza like illness ...  ... ,"3"
"4JU0.",Influenza H1 virus detected ...  ... ,"2"
"8I6D0",Seasonal flu vac not indicated ... Seasonal influenza vaccination not indicated ... ,"2"
F5026,Oth acute non infect ot extern ... Other acute non infective otitis externa ... ,"2"
n478.,*INACT INFLUENZA VAC srg 0.5mL ... INACTIVATED INFLUENZA VACCINE prefilled syringe 0.5mL ... ,"2"
n47h.,INFLUENZA VAC(SA) syrng 0.5mL ... INACT INFLUENZA VAC(SURFACE ANTIGEN SUB-UNIT) syringe 0.5mL ... INACTIVATED INFLUENZA VACCINE (SURFACE ANTIGEN SUB-UNIT) prefilled syringe 0.5mL,"2"
n47z.,INFLUENZA VAC (VIROSOME) 0.5mL ... INACT INFLUENZA VACC (SURFACE ANTIGEN VIROSOME) syr 0.5mL ... INACTIVATED INFLUENZA VACCINE (SURFACE ANTIGEN VIROSOME) prefilled syringe 0.5mL,"2"
"43df.",Parainfluenza type 2 ab level ... Parainfluenza type 2 antibody level ... ,"2"
BB5Sz,[M]Resp. tract adenoma/ca NOS ... [M]Respiratory tract adenoma or adenocarcinoma NOS ... ,"2"
"9OX5.",Influenza vaccination declined ...  ... ,"2"
"9N4q2",DNA 1st intransl pndm flu vacc ... DNA first intranasal pandemic influenza vaccination ... Did not attend first intranasal pandemic influenza vaccination,"2"
"9N4q3",DNA 2nd intransl ssnl flu vacc ... DNA second intranasal seasonal influenza vaccination ... Did not attend second intranasal seasonal influenza vaccination,"2"
"9N4q4",DNA 2nd intransl pndm flu vacc ... DNA second intranasal pandemic influenza vaccination ... Did not attend second intranasal pandemic influenza vaccination,"2"
"9N4z3",DNA Hib and meningitis C vaccn ... DNA haemophilius influenzae B and meningitis C vaccination ... Did not attend haemophilus influenzae type B and meningitis C vaccination,"2"
"2J63.",Hi priorty for flu A H1N1 vacc ... High priority for influenza A subtype H1N1 vaccination ... ,"2"
B2zz.,Malig neop resp tract NOS ... Malignant neoplasm of respiratory tract NOS ... ,"2"
n4x..,HIB + MENINGITIS C VACCINE ... HAEMOPHILUS INFLUENZAE type b + MENINGITIS C VACCINE ... ,"2"
J6011,Subacute hepatitis-noninfect. ... Subacute hepatitis - noninfective ... ,"2"
SyuDE,"[X]Corros respir tract,part un ... [X]Corrosion of respiratory tract, part unspecified ... ","2"
"23H..",Auscultation lowr respir tract ... Auscultation of lower respiratory tract ... ,"2"
TF1..,Inhal/ingest.food+resp.obstr. ... Inhalation/ingestion of food - resp obstruction/suffocation ... Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,"2"
"65b..",Hib/meningitis C vaccination ... Haemophilus influenzae type B and meningitis C vaccination ... ,"2"
"65E0.",First pandemic flu vaccination ... First pandemic influenza vaccination ... ,"2"
"65E2.",Influenza vacc othr hlth prov ... Influenza vaccination given by other healthcare provider ... ,"2"
"65E23","2nd im flu vac by other HCP ... 2nd intramuscular seasonal influenza vacc given by other HCP ... Second intramuscular seasonal influenza vaccination given by other healthcare provider","2"
"65E24","1st IM flu vac by other HCP ... 1st intramuscular seasonal influenza vacc given by other HCP ... First intramuscular seasonal influenza vaccination given by other healthcare provider","2"
"65PT.",Influenza A vir H1N1 sub cont ... Influenza A virus H1N1 subtype contact ... ,"2"
"7N2y.",[SO]Resp tract or mouth OS ... [SO]Other specified part of respiratory tract or mouth ... ,"2"
Yat4c,Possible influenza A vir H1N1 ... Possible influenza A virus H1N1 subtype ... ,"3"
Yat4k,Infl A vir H1N1 sub close cont ... Influenza A virus H1N1 subtype close contact ... ,"3"
Y100g,Infection of lung+mediastinum ... Infection of lower respiratory tract and mediastinum ... ,"3"
Y100h,Pneumonia and influenza ...  ... ,"3"
Y100i,Pneumonia or influenza OS ... Other specified pneumonia or influenza ... ,"3"
Y100j,Pneumonia or influenza NOS ...  ... ,"3"
Y100s,Acute bronchitis/bronchiol.NOS ... Acute bronchitis or bronchiolitis NOS ... ,"3"
Y100z,Acute fibrinous bronchitis ...  ... ,"3"
YMBNS,"[X]Inhalat food in resid inst ... [X]Inhal+ingest food caus obst resp tract occ resid instit'n ... [X]Inhalation and ingestion of food causing obstruction of respiratory tract, occurrence in residential institution","3"
Yavhn,Seasonal influe vac givn pharm ... Seasonal influenza vaccination given by pharmacist ... ,"3"
Yavih,H/O: acut hypxmc rsprtry failr ... History of acute hypoxaemic respiratory failure ... ,"3"
YMK5h,Acute pericarditis-pneumococc. ... Acute pericarditis - pneumococcal ... ,"3"
YMK5j,Acute pericarditis-streptococ. ... Acute pericarditis - streptococcal ... ,"3"
YawSR,Adm frst intrnsl ssnl infl vac ... Administration of first intranasal seasonal influenza vacc ... Administration of first intranasal seasonal influenza vaccination,"3"
Y7ATG,Needs influenza immunisation ...  ... ,"3"
YanNo,Influenza imm - enh serv admin ...  ... ,"3"
YM6Z1,Haemophilus influenzae ...  ... ,"3"
YatVz,Flu imm >65 othr risk grps ESA ... Flu immunisation 65 and over and other at risk groups ESA ... Influenza immunisation for those in the 65 years and over and other at risk groups enhanced services administration,"3"
YE1Rm,Malign neopl resp tract and ++ ... Malign neopl resp tract and intrathor organs (& [carcinoma]) ... Malignant neoplasm of respiratory tract and intrathoracic organs (& [carcinoma of respiratory tract and intrathoracic organs]),"3"
YauTr,Flu vac inv 2nd SMS txt msg st ... Influenza vaccination invitation 2nd SMS text message sent ... Influenza vaccination invitation second short message service text message sent,"3"
YauTs,Flu vac inv 3rd SMS txt msg st ... Influenza vaccination invitation 3rd SMS text message sent ... Influenza vaccination invitation third short message service text message sent,"3"
YavFc,Seasonal flu vac not indicated ... Seasonal influenza vaccination not indicated ... ,"3"
YarxC,Influenza B virus detected ...  ... ,"3"
y09kz,Hib/diph/tet/pertus vial+syrng ... Hib/diphtheria/tetanus/pertussis vacc vial+pre-filled syrng ... Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine vial+prefilled syringe,"3"
Yaltw,H influenzae B IgG level ... Haemophilus influenzae B IgG level ... ,"3"
Y00Dg,Acute viral transvrse myelitis ... Acute viral transverse myelitis ... ,"3"
YMBNg,"[X]Inhalat of object on hway ... [X]Inhl+ingest oth obj caus obst resp tract occ street/h'way ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence on street and highway","3"
YMBNi,"[X]Inhalat of object indus ar ... [X]Inhl+ingst oth obj caus obs resp tract indust/constr area ... [X]Inhalation and ingestion of other objects causing obstruction of respiratory tract, occurrence at industrial and construction area","3"
yz3MW,PANDEMRIX FLU VAC (H1N1v) 2009 ... PANDEMRIX INFLUENZA A VACCINE (H1N1v) 2009 injection ... ,"3"
y03te,Influenz (split vir) vac syrng ... Inact Influenza (split virion) vaccine prefilled syringe ... Inactivated Influenza (split virion) vaccine prefilled syringe,"3"
Yayis,Flu due to pandemic virus ... Influenza due to pandemic influenza virus ... ,"3"
Yayq7,Sc intns snl flu vcc gv by phm ... Second intranasal seasonal influenza vacc givn by pharmacist ... Second intranasal seasonal influenza vaccination given by pharmacist,"3"
YM7W2,Specified resp tract NEC ... Specified respiratory tract NEC ... ,"3"
Y7A3W,Influenza imm.advised in surg. ...  ... ,"3"
Y7A3e,Influenza vacc consent given ...  ... ,"3"
YMAJR,"[X]O ac+sbac rsp cnd/c,g,f+vap ... [X]Oth acute+subacute resp condtns/chemical,gas,fume+vapours ... [X]Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours","3"
YaVsp,Acute infectiv gastroenteritis ... Acute infective gastroenteritis ... ,"3"
Y103q,Influenza with laryngitis ...  ... ,"3"
Y103r,Influenza with pharyngitis ...  ... ,"3"
Y103w,Influenza + other manifest.NOS ... Influenza with other manifestations NOS ... ,"3"
Y00X5,Acute infective polyneuritis ...  ... ,"3"
Y00X7,Acute infective polyneurit.NOS ... Acute infective polyneuritis NOS ... ,"3"
Yanow,Parainfluenza virus ag assay ...  ... ,"3"
Yakp2,Influenza vaccinat contraind ... Influenza vaccination contraindicated ... ,"3"
y0AHm,Hib/diph/tet/pertussis syringe ... Hib/diphtheria/tetanus/pertussis vaccine prefilled syringe ... Haemophilus influenzae Type b (Hib)/diphtheria/tetanus/pertussis vaccine prefilled syringe,"3"
YawTn,"2nd intrnsl pndm flu vcc dclnd ... Second intranasal pandemic influenza vaccination declined ... ","3"
Yawxb,SARS virus NADA ... SARS virus nucleic acid detection assay ... Severe acute respiratory syndrome virus nucleic acid detection assay,"3"
YazLw,Suspected SARS ... Suspected severe acute respiratory syndrome ... ,"3"
YazLx,Susp SARS (svre acte resp syn) ... Suspected SARS (severe acute respiratory syndrome) ... ,"3"
YadOq,"First HiB DTP vaccine given ... First H influenzae type B and dip, tet & pert vaccine given ... First Haemophilus influenzae type B and diphtheria, tetanus and pertussis vaccine given","3"
Yal7k,Parainfluenza type 3 ab level ...  ... ,"3"
YaoLE,Influen vaccn inv 2nd let sent ... Influenza vaccination invitation second letter sent ... ,"3"
YaeKN,"Diph, tet, pert, polio, HiB vn ... Diphtheria, tetanus, pertuss, polio & haem influenza B vaccn ... Diphtheria, tetanus, pertussis, polio and haemophilus influenza B vaccination","3"
Y102T,Pneumonia with candidiasis ...  ... ,"3"
Y1032,Parainfluenzal pneumonia ...  ... ,"3"
Y30L3,Subac non-infective hepatitis ... Subacute non-infective hepatitis ... ,"3"
YaRGC,ARF - Acute respirat failure ... ARF - Acute respiratory failure ... ,"3"
Y02Hc,Acute infective otitis externa ...  ... ,"3"
Y02IR,Oth acute non infect ot extern ... Other acute non infective otitis externa ... ,"3"
YM1Ck,[SO]Other respiratory tract ...  ... ,"3"
YM1Cs,[SO]Specified resp tract NEC ... [SO]Specified respiratory tract NEC ... ,"3"
Ya3Xe,ARI - Acute resp infections ... ARI - Acute respiratory infections ... ,"3"
YM9hH,Influenza immunization advised ...  ... ,"3"
YaSZy,Influ surf antigen vac adv re ... Influenza surface antigen vaccine adverse reaction ... ,"3"
Yadwh,Acute infect tracheobronchitis ... Acute infective tracheobronchitis ... ,"3"
Yavfv,Acut non-infect exacerbat COPD ... Acute non-infective exacerbation of COPD ... Acute non-infective exacerbation of chronic obstructive pulmonary disease,"3"
Yavfw,Acut non-infect exacerbat COPD ... Acute non-infective exacerbation of COPD ... Acute non-infective exacerbation of COPD (chronic obstructive pulmonary disease),"3"
YawNO,DNA 2nd intransl ssnl flu vacc ... DNA second intranasal seasonal influenza vaccination ... Did not attend second intranasal seasonal influenza vaccination,"3"
YawNQ,DNA 1st intransl ssnl flu vacc ... DNA first intranasal seasonal influenza vaccination ... Did not attend first intranasal seasonal influenza vaccination,"3"
YSDdp,Proced lower respiratory tract ... Procedure on lower respiratory tract ... ,"3"
YanBv,Influenza vaccina phone invite ...  ... ,"3"
Yawlb,"DTaP/IPV/Hib vac contraindictd ... DTaP/IPV/Hib vaccination contraindicated ... Diphtheria, tetanus, acellular pertussis, inactivated polio vaccine, Haemophilus influenzae type b vaccination contraindicated","3"
YavnU,Influenza vacc 1st phone invit ... Influenza vaccination first telephone invitation ... ,"3"
Yaw69,"1st intransl influ vacc declnd ... First intranasal influenza vaccination declined ... ","3"
YMA8K,"[X]Mal neo/up resp trct,p unsp ... [X]Malignant neoplasm/upper resp tract, part unspecified ... [X]Malignant neoplasm of upper respiratory tract, part unspecified","3"
Ya1Tw,Infection lower respirat tract ... Infection of lower respiratory tract ... ,"3"
Ya3YA,LRTI - Lower resp tract infect ... LRTI - Lower respiratory tract infection ... ,"3"
Yaw6A,"2nd intransl influ vacc declnd ... Second intranasal influenza vaccination declined ... ","3"
YanEF,"3rd DTaP/IPV/Hib vaccination ... 3rd dipht tet acell pertus, haem influ b, inactiv polio vacc ... Third diphtheria tetanus and five component acellular pertussis, haemophilus influenzae type b, inactivated polio vaccination","3"
y0GGo,Dip/tet/pert/pol/hib vaccine ... Diptheria/tetanus/pertussis/poliomyelitis/hib vaccine ... Diptheria / tetanus / pertussis / poliomyelitis / haemophilus influenzae b vaccine,"3"
YMIml,Lower resp tract infection ... Lower respiratory tract infection ... ,"3"
YM4YY,Influenza A antibody ...  ... ,"3"
YM703,Parainfluenza virus type 2 ...  ... ,"3"
Yah5j,Influenza A antibody level ...  ... ,"3"
Y1015,Acute bronchitis NOS ...  ... ,"3"
Y101A,Acute neiss catarrh bronchitis ... Acute Neisseria catarrhalis bronchitis ... ,"3"
Y101H,Acute bronchiolitis ...  ... ,"3"
Y101K,Acute bronchiolitis+bron.spasm ... Acute bronchiolitis with bronchospasm ... ,"3"
Y101L,Acute exudative bronchiolitis ...  ... ,"3"
Y101N,Acute bronchiolitis NOS ...  ... ,"3"
YaVPd,Funct obs of resp tract ... Functional observations of respiratory tract ... ,"3"
Yatwu,Influenza A H1N1 vaccin declin ... Influenza A virus subtype H1N1 vaccination declined ... ,"3"
YM8mj,Resp tract and mouth NOS ... Respiratory tract and mouth NOS ... ,"3"
Yasuw,Swine influenza contact ...  ... ,"3"
YMH4D,Upper respiratory tract infec. ...  ... ,"3"
YavFX,Seas flu vac gvn by ot hc prov ... Seasonal influenza vaccin given by other healthcare provider ... Seasonal influenza vaccination given by other healthcare provider,"3"
Yal6Z,Parainfluenza type 3 ab level ... Parainfluenza type 3 antibody level ... ,"3"
"68NO.",Influenza imm.advised at home ...  ... ,"2"
A70z1,Acute viral hepatitis NOS ...  ... ,"2"
"9OX56","2nd intrnsl ssnl flu vcc dclnd ... Second intranasal seasonal influenza vaccination declined ... ","2"
"9OXC.",Influenza vaccn invit SMS sent ... Influenza vaccination invitation SMS text message sent ... Influenza vaccination invitation short message service text message sent,"2"
"9OXC1",Flu vac inv 1st SMS txt msg st ... Influenza vaccination invitation 1st SMS text message sent ... Influenza vaccination invitation first short message service text message sent,"2"
"9OXE.",Influenza vac invitation email ... Influenza vaccination invitation email ... ,"2"
"9OXE1",Influenza vac invit 2nd email ... Influenza vaccination invitation second email ... ,"2"
Y10G2,Acute toxic tracheobronchitis ...  ... ,"3"
YE0SX,Acute bronchitis (& wheezy) ...  ... ,"3"
Ya3dz,Viral upper resp tract infectn ... Viral upper respiratory tract infection ... ,"3"
YascX,Influenza vacc othr hlth prov ...  ... ,"3"
YayXH,Admin frst inact ssnl flu vacc ... Administration of first inactivated seasonal influenza vacc ... Administration of first inactivated seasonal influenza vaccination,"3"
Y02WO,Acute viral tonsillitis ...  ... ,"3"
Y2040,Ac./subac.inf.endocard.+dis.EC ... Acute and subacute infective endocarditis in diseases EC ... ,"3"
Y204I,Subacute bact endocarditis ... Subacute bacterial endocarditis ... ,"3"
Ya6dC,Disease of URT NOS ... Disease of upper respiratory tract NOS ... ,"3"
YawTl,"1st intrnsl pndm flu vcc dclnd ... First intranasal pandemic influenza vaccination declined ... ","3"
YawTp,DNA 1st intransl pndm flu vacc ... DNA first intranasal pandemic influenza vaccination ... Did not attend first intranasal pandemic influenza vaccination,"3"
